#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
53,2018-03-02,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.068755
54,2018-03-16,18,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.107111
55,2018-04-03,10,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.156426
56,2018-04-13,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.183824
57,2018-04-27,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.222180
58,2018-05-11,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.260536
59,2018-05-25,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.298892
60,2018-06-08,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.337248
61,2018-06-22,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.375604
62,2018-07-06,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.413961
63,2018-07-20,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.452317
64,2018-08-03,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.490673
65,2018-08-17,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.529029
66,2018-08-31,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.567385
67,2018-09-14,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.605741
68,2018-09-28,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.644098
69,2018-10-12,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.682454
70,2018-10-26,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.720810
71,2018-11-09,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.759166
72,2018-11-23,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.797522
73,2018-12-07,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.835878
74,2018-12-21,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.874235
75,2019-01-04,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.912591
76,2019-01-18,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.950947
77,2019-02-01,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,2.989303
78,2019-02-15,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.027659
79,2019-03-01,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.066015
80,2019-03-15,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.104372
81,2019-03-29,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.142728
82,2019-04-12,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.181084
83,2019-04-26,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.219440
84,2019-05-10,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.257796
85,2019-05-24,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.296152
86,2019-06-07,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.334509
87,2019-06-21,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.372865
88,2019-07-05,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.411221
89,2019-07-19,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.449577
90,2019-08-02,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.487933
91,2019-08-16,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.526289
92,2019-08-30,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.564646
93,2019-09-13,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.603002
94,2019-09-27,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.641358
95,2019-10-11,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.679714
96,2019-10-25,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.718070
97,2019-11-08,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.756426
98,2019-11-22,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.794783
99,2019-12-06,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.833139
100,2019-12-20,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.871495
101,2020-01-03,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.909836
102,2020-01-17,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.948087
103,2020-01-31,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,3.986339
104,2020-02-14,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.024590
105,2020-02-28,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.062842
106,2020-03-13,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.101093
107,2020-03-27,18,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.139344
108,2020-04-14,10,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.188525
109,2020-04-24,17,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.215847
110,2020-05-11,11,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.262295
111,2020-05-22,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.292350
112,2020-06-05,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.330601
113,2020-06-19,17,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.368852
114,2020-07-06,11,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.415301
115,2020-07-17,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.445355
116,2020-07-31,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.483607
117,2020-08-14,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.521858
118,2020-08-28,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.560109
119,2020-09-11,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.598361
120,2020-09-25,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.636612
121,2020-10-09,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.674863
122,2020-10-23,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.713115
123,2020-11-06,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.751366
124,2020-11-20,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.789617
125,2020-12-04,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.827869
126,2020-12-18,17,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.866120
127,2021-01-04,11,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.912591
128,2021-01-15,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.942728
129,2021-01-29,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,4.981084
130,2021-02-12,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.019440
131,2021-02-26,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.057796
132,2021-03-12,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.096152
133,2021-03-26,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.134509
134,2021-04-09,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.172865
135,2021-04-23,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.211221
136,2021-05-07,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.249577
137,2021-05-21,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.287933
138,2021-06-04,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.326289
139,2021-06-18,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.364646
140,2021-07-02,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.403002
141,2021-07-16,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.441358
142,2021-07-30,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.479714
143,2021-08-13,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.518070
144,2021-08-27,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.556426
145,2021-09-10,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.594783
146,2021-09-24,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.633139
147,2021-10-08,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.671495
148,2021-10-22,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.709851
149,2021-11-05,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.748207
150,2021-11-19,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.786563
151,2021-12-03,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.824920
152,2021-12-17,18,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.863276
153,2022-01-04,10,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.912591
154,2022-01-14,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.939988
155,2022-01-28,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,5.978344
156,2022-02-11,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.016700
157,2022-02-25,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.055057
158,2022-03-11,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.093413
159,2022-03-25,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.131769
160,2022-04-08,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.170125
161,2022-04-22,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.208481
162,2022-05-06,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.246837
163,2022-05-20,18,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.285194
164,2022-06-07,10,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.334509
165,2022-06-17,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.361906
166,2022-07-01,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.400262
167,2022-07-15,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.438618
168,2022-07-29,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.476974
169,2022-08-12,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.515330
170,2022-08-26,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.553687
171,2022-09-09,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.592043
172,2022-09-23,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.630399
173,2022-10-07,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.668755
174,2022-10-21,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.707111
175,2022-11-04,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.745467
176,2022-11-18,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.783824
177,2022-12-02,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.822180
178,2022-12-16,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.860536
179,2022-12-30,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.898892
180,2023-01-13,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.937248
181,2023-01-27,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,6.975604
182,2023-02-10,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.013961
183,2023-02-24,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.052317
184,2023-03-10,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.090673
185,2023-03-24,18,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.129029
186,2023-04-11,10,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.178344
187,2023-04-21,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.205741
188,2023-05-05,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.244098
189,2023-05-19,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.282454
190,2023-06-02,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.320810
191,2023-06-16,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.359166
192,2023-06-30,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.397522
193,2023-07-14,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.435878
194,2023-07-28,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.474235
195,2023-08-11,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.512591
196,2023-08-25,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.550947
197,2023-09-08,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.589303
198,2023-09-22,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.627659
199,2023-10-06,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.666015
200,2023-10-20,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.704372
201,2023-11-03,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.742728
202,2023-11-17,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.781084
203,2023-12-01,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.819440
204,2023-12-15,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.857796
205,2023-12-29,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.896152
206,2024-01-12,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.934426
207,2024-01-26,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,7.972678
208,2024-02-09,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.010929
209,2024-02-23,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.049180
210,2024-03-08,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.087432
211,2024-03-22,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.125683
212,2024-04-05,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.163934
213,2024-04-19,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.202186
214,2024-05-03,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.240437
215,2024-05-17,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.278689
216,2024-05-31,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.316940
217,2024-06-14,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.355191
218,2024-06-28,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.393443
219,2024-07-12,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.431694
220,2024-07-26,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.469945
221,2024-08-09,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.508197
222,2024-08-23,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.546448
223,2024-09-06,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.584699
224,2024-09-20,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.622951
225,2024-10-04,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.661202
226,2024-10-18,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.699454
227,2024-11-01,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.737705
228,2024-11-15,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.775956
229,2024-11-29,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.814208
230,2024-12-13,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.852459
231,2024-12-27,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.890710
232,2025-01-10,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.929029
233,2025-01-24,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,8.967385
234,2025-02-07,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.005741
235,2025-02-21,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.044098
236,2025-03-07,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.082454
237,2025-03-21,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.120810
238,2025-04-04,18,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.159166
239,2025-04-22,10,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.208481
240,2025-05-02,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.235878
241,2025-05-16,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.274235
242,2025-05-30,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.312591
243,2025-06-13,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.350947
244,2025-06-27,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.389303
245,2025-07-11,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.427659
246,2025-07-25,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.466015
247,2025-08-08,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.504372
248,2025-08-22,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.542728
249,2025-09-05,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.581084
250,2025-09-19,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.619440
251,2025-10-03,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.657796
252,2025-10-17,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.696152
253,2025-10-31,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.734509
254,2025-11-14,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.772865
255,2025-11-28,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.811221
256,2025-12-12,17,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.849577
257,2025-12-29,11,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.896152
258,2026-01-09,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.926289
259,2026-01-23,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,9.964646
260,2026-02-06,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.003002
261,2026-02-20,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.041358
262,2026-03-06,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.079714
263,2026-03-20,18,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.118070
264,2026-04-07,10,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.167385
265,2026-04-17,18,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.194783
266,2026-05-05,10,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.244098
267,2026-05-15,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.271495
268,2026-05-29,14,500000.000000,500000.000000,0.000000,500000.000000,CPTY_A,10.309851
