#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
Swap_2,Swap,7,0,2016-03-07,Interest,-24418.3333,EUR,0.0016100000,0.5055555556,2015-09-07,2016-03-07,-20259.1667,2015-09-03,0.0016100000,30000000.0000,0.9982878936,-24376.5265497359,1.0000000000,-24376.5265497359,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,8,0,2016-09-05,InterestProjected,-302128.4164,EUR,0.0199205549,0.5055555556,2016-03-07,2016-09-05,0.0000,2016-03-03,0.0199205549,30000000.0000,0.9883344298,-298603.9161802987,1.0000000000,-298603.9161802987,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,9,0,2017-03-06,InterestProjected,-295212.2279,EUR,0.0194645425,0.5055555556,2016-09-05,2017-03-06,0.0000,2016-09-01,0.0194645425,30000000.0000,0.9787035876,-288925.2664923865,1.0000000000,-288925.2664923865,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,10,0,2017-09-05,InterestProjected,-296842.2717,EUR,0.0194650670,0.5083333333,2017-03-06,2017-09-05,0.0000,2017-03-02,0.0194650670,30000000.0000,0.9691144497,-287674.1347539384,1.0000000000,-287674.1347539384,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,11,0,2018-03-05,InterestProjected,-293907.5001,EUR,0.0194855801,0.5027777778,2017-09-05,2018-03-05,0.0000,2017-09-01,0.0194855801,30000000.0000,0.9597122290,-282066.6220104434,1.0000000000,-282066.6220104434,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,12,0,2018-09-05,InterestProjected,-300966.3120,EUR,0.0196282377,0.5111111111,2018-03-05,2018-09-05,0.0000,2018-03-01,0.0196282377,30000000.0000,0.9501798251,-285972.1176846274,1.0000000000,-285972.1176846274,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,13,0,2019-03-05,InterestProjected,-296033.9799,EUR,0.0196265622,0.5027777778,2018-09-05,2019-03-05,0.0000,2018-09-03,0.0196265622,30000000.0000,0.9408952595,-278536.9683728919,1.0000000000,-278536.9683728919,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,14,0,2019-09-05,InterestProjected,-300956.7635,EUR,0.0196276150,0.5111111111,2019-03-05,2019-09-05,0.0000,2019-03-01,0.0196276150,30000000.0000,0.9315500499,-280356.2880401061,1.0000000000,-280356.2880401061,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,15,0,2020-03-05,InterestProjected,-297560.7084,EUR,0.0196193874,0.5055555556,2019-09-05,2020-03-05,0.0000,2019-09-03,0.0196193874,30000000.0000,0.9224010396,-274470.3067580665,1.0000000000,-274470.3067580665,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,16,0,2020-09-07,InterestProjected,-303402.6620,EUR,0.0195743653,0.5166666667,2020-03-05,2020-09-07,0.0000,2020-03-03,0.0195743653,30000000.0000,0.9131658084,-277056.9370798482,1.0000000000,-277056.9370798482,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,17,0,2021-03-05,InterestProjected,-292037.9263,EUR,0.0195779615,0.4972222222,2020-09-07,2021-03-05,0.0000,2020-09-03,0.0195779615,30000000.0000,0.9043622063,-264108.0633605533,1.0000000000,-264108.0633605533,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,18,0,2021-09-06,InterestProjected,-302603.9121,EUR,0.0196283619,0.5138888889,2021-03-05,2021-09-06,0.0000,2021-03-03,0.0196283619,30000000.0000,0.8953311823,-270930.7184327564,1.0000000000,-270930.7184327564,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,19,0,2022-03-07,InterestProjected,-297672.5573,EUR,0.0196267620,0.5055555556,2021-09-06,2022-03-07,0.0000,2021-09-02,0.0196267620,30000000.0000,0.8865346148,-263897.0259685629,1.0000000000,-263897.0259685629,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swap_2,Swap,20,0,2022-09-05,InterestProjected,-297672.5573,EUR,0.0196267620,0.5055555556,2022-03-07,2022-09-05,0.0000,2022-03-03,0.0196267620,30000000.0000,0.8778244730,-261304.2557665607,1.0000000000,-261304.2557665607,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
